OID_;x_deg;y_deg;name;y;x
;-73.999195999999998;40.728186000000001;Peculier Pub 145 Bleecker Street (at LaGuardia Place) New York. NY (212) 353-1327;6342988.681977349333465;-3296963.116643295623362
;-73.978061999999994;40.778413000000000;Pioneer Supermarket 289 Columbus Avenue New York. NY (212) 874-9506;6335659.239226131699979;-3295674.981684736441821
;-73.995698000000004;40.724629999999998;Puck Fair 298 Lafayette Street New York. NY (212) 431-1200;6343435.175447619520128;-3296523.043389437254518
;-74.008835000000005;40.718547999999998;Puffy's Tavern 81 Hudson Street New York. NY (212) 766-9159;6344476.602693113498390;-3297804.837342876009643
;-74.001897999999997;40.727043999999999;The Room 144 Sullivan Street (between Prince and Houston Streets) New York. NY (212) 477-2102;6343187.630131158977747;-3297228.794064148329198
;-73.996951999999993;40.723880000000001;Savoty Restaurant (Cask) 70 Prince Street New York. NY (212) 219-8570;6343558.287520391866565;-3296642.141636924352497
;-73.984150999999997;40.756554000000001;St. Andrew's 120 West 44th Street New York. NY (212) 541-4206;6338803.462364173494279;-3295904.725584382191300
;-74.006799000000001;40.735723000000000;The Spotted Pig Resturant (Cask) 314 West 11th Street (at Greenwich Street) New York. NY (212) 620-0393;6342044.964352251961827;-3297915.754384024068713
;-73.991936999999993;40.722484999999999;Stanton Public (Cask) 17 Stanton Street. Lower East Side (between Chrystie Street and Bowery) New York. NY (212) 677-5555;6343680.482369818724692;-3296081.893625386059284
;-73.989080999999999;40.749482999999998;Stout (Cask) 128 West 33rd Street (near Penn Station) New York. NY (212) 629-6191;6339863.695656992495060;-3296293.869036657270044
;-73.989255000000000;40.749554000000003;Stout (Cask) 135 West 33rd Street (near Madison Square Garden) New York. NY (212) 629-6191;6339856.295031066983938;-3296313.726905642077327
;-73.992148000000000;40.727381000000001;Swift Hibernian Lounge 34 East 4th Street New York. NY (212) 260-3600;6342998.855121419765055;-3296197.906244966201484
;-73.977413999999996;40.759447000000002;Tuscan Square Restaurant 16 West 51st Street New York. NY (212) 977-7777;6338301.127052066847682;-3295243.798936700448394
;-73.999785000000003;40.729562999999999;V Bar 225 Sullivan Street (just south of Washington Square Park) New York. NY (212) 253-5740;6342804.660685211420059;-3297052.066012488678098
;-74.006927000000005;40.719790000000003;Walker's 16 North Moore Street (at Varick Street) New York. NY (212) 941-0142;6344275.190619962289929;-3297625.485946408938617
;-73.977790999999996;40.742156999999999;Waterfront Ale House 540 Second Avenue (at East 30th Street) New York. NY (212) 696-4104;6340723.916422529146075;-3294953.293481608387083
;-73.979748000000001;40.781194999999997;Westside Brewing Co. 340 Amsterdam Avenue New York. NY (212) 721-2161;6335294.830193691886961;-3295907.239440508186817
;-73.994675999999998;40.685333999999997;American Beer Distributing (Thrifty) 256 Court Street (at Kane Street) Brooklyn. NY (718) 875-0226;6348916.634712886065245;-3295662.873039572034031
;-73.991772999999995;40.689328000000003;The Brazen Head (Cask) 228 Atlantic Avenue Brooklyn. NY (718) 488-0430;6348315.632801881060004;-3295430.206056351307780
;-73.993052000000006;40.688782000000003;The Downtown Bar & Grill 160 Court Street Brooklyn. NY (718) 625-2835;6348410.645253118127584;-3295555.940228588879108
;-73.992427000000006;40.699131999999999;Henry Street Ale House 62 Henry Street Brooklyn. NY (718) 522-4801;6346953.800256643444300;-3295687.466849465388805
;-73.985043000000005;40.686847000000000;Jesse's Boerum Market 402 Atlantic Avenue (at Bond Street) Brooklyn. NY (718) 330-0193;6348564.557633825577796;-3294666.092295270413160
;-73.987086000000005;40.702584000000002;Rebar@Retreat 147 Front Street Brooklyn. NY (718) 797-2322;6346393.181093486025929;-3295184.986824193038046
;-73.995518000000004;40.690404999999998;Waterfront Ale House (cask) 136 Atlantic Avenue (at Henry Street) Brooklyn. NY (718) 522-3794;6348219.536341857165098;-3295849.576205194927752
;-73.971474000000001;40.590507000000002;The Draft Barn 317 Avenue X (at West 1st Street) (cask) Brooklyn. NY No Phone?;6361845.614663556218147;-3291367.973260561004281
;-73.980042999999995;40.682288000000000;4th Avenue Pub 76 4th Avenue Brooklyn. NY No Phone?;6349129.297431230545044;-3294046.287891660351306
;-73.979968000000000;40.676741999999997;Bierkraft Beer Store 191 Fifth Avenue (just north of Union Street) Brooklyn. NY (718) 230-7600;6349903.980098285712302;-3293931.927429123781621
;-73.982281999999998;40.674278000000001;Bonnie's Grill 278 Fifth Avenue Brooklyn. NY (718) 369-9527;6350282.451029433868825;-3294131.110967115499079
;-73.991584000000003;40.663342000000000;Eagle Provisions Beer Store 628 5th Avenue Brooklyn. NY (718) 499-0026;6351948.173240021802485;-3294912.294044449925423
;-73.973523999999998;40.678944000000001;Franny's Restuarant 295 Flatbush Avenue (at Prospect Place) Brooklyn. NY (718) 230-0221;6349501.823064544238150;-3293287.936987425200641
;-73.971900000000005;40.676682999999997;Key Food Store 369 Flatbush Avenue Brooklyn. NY (718) 789-3007;6349794.344200641848147;-3293071.586952534038574
;-73.983266999999998;40.672581999999998;The Gate 321 Fifth Avenue (at 3rd Street) Brooklyn. NY (718) 768-4329;6350534.086502900347114;-3294203.493484805803746
;-73.981286999999995;40.674885000000003;The Lighthouse Tavern (cask) 243 Fifth Avenue (at Carroll Street) Brooklyn. NY (718) 788-8070;6350183.009215886704624;-3294036.781209513079375
;-73.968604999999997;40.677917000000001;The Soda Bar 629 Vanderbilt Avenue (between St. Marks Avenue and Prospect Place) Brooklyn. NY (718) 230-8393;6349573.562151066027582;-3292744.400119241792709
;-74.011820000000000;40.673895999999999;Liberty Heights Tap Room (SixPoint Brewing) 34 Van Dyke Street Brooklyn. NY (718) 246-1793;6350766.457128134556115;-3297270.090170684736222
;-73.951127000000000;40.712096000000003;Barcade 388 Union Avenue (at Ainslie Street) Brooklyn. NY (718) 302-5454;6344538.135788858868182;-3291540.701047109439969
;-73.956854000000007;40.720779999999998;Brooklyn Brewery 118 North 11th Street Brooklyn. NY (718) 486-7422;6343407.627296421676874;-3292316.776477858424187
;-73.943661000000006;40.714725999999999;Harefield Road 769 Metropolitan Avenue (at Graham Avenue) Brooklyn. NY (718) 388-6870;6344061.194878024980426;-3290796.958373287227005
;-73.954757999999998;40.717091000000003;K & M Bar 225 North 8th Street Brooklyn. NY (718) 388-3088;6343892.803922086954117;-3292022.967088915873319
;-73.962154999999996;40.715901000000002;The Levee 212 Berry Street (at North 3rd Street) Brooklyn. NY (718) 218-8787;6344167.239379354752600;-3292787.091699175070971
;-73.936605000000000;40.713110999999998;The Lock Inn 949 Grand Street (at Catherine Street) Brooklyn. NY (718) 302-0810;6344183.678809531964362;-3290015.240922831464559
;-73.955044999999998;40.733918000000003;The Mark Bar 1025 Manhattan Avenue (at Green Street) Brooklyn. NY (718) 349-2340;6341544.360805249772966;-3292376.518080148845911
;-73.950136999999998;40.722273000000001;(Bar) Matchless 557 Manhattan Avenue (at Driggs Avenue) Brooklyn. NY (718) 383-5333;6343100.742984093725681;-3291630.926866909489036
;-73.955642999999995;40.719509000000002;Mugs Ale House (cask) 125 Bedford Avenue (at North 10th Street) Brooklyn. NY (718) 384-8494;6343567.648791438899934;-3292163.548785672988743
;-73.964422999999996;40.712314999999997;South 4th 90 South 4th Street (at Berry Street) Brooklyn. NY No Phone?;6344701.788983279839158;-3292959.598516333848238
;-73.957998000000003;40.717753999999999;Spike Hill 184 Bedford Avenue (at North 7th Street) Brooklyn. NY (718) 218-9737;6343847.435820668935776;-3292380.389830973930657
;-73.956143999999995;40.714272999999999;Spuyten Duyvil (cask) 359 Metropolitan Avenue (at North 4th Street) Brooklyn. NY (718) 963-4140;6344307.078248580917716;-3292116.305406897794455
;-73.821179999999998;40.777580000000000;Bohemian Hall 19 24th Avenue Queens. NY (718) 274-4925;6333476.581902916543186;-3278997.286042493302375
;-73.869960000000006;40.769759999999998;Fatty's Cafe 2501 Ditmars Boulevard (at Crescent Street) Queens. NY (718) 267-7071;6335288.506266131997108;-3284024.833344550803304
;-73.797195000000002;40.749310000000001;Sunswick 3502 35th Street (at 35th Avenue) Queens. NY (718) 752-0620;6337068.592389339581132;-3275899.316886841785163
;-73.839519999999993;40.717759999999998;Austin's Ale House 82 Austin Street Queens. NY (718) 859-3939;6342103.587508772499859;-3279780.917558106593788
;-73.868260000000006;40.723460000000003;London Lenny's Restaurant 63 Woodhaven Boulevard (at Penelope Street) Queens. NY (718) 894-8084;6341732.192987454123795;-3282946.981374114286155
;-74.237246999999996;40.538587000000000;Killmeyer's Old Bavarian Inn 4256 Arthur Kill Road. Staten Island. NY (718) 984-1202;6372969.779626051895320;-3318779.481072376482189
;-74.095326999999997;40.643093999999998;Adobe Blues 63 Lafayette Avenue. Staten Island. NY (718) 720-2583;6356287.783186001703143;-3305585.286009443923831
;-73.984385000000003;40.747698999999997;Rattle 'N' Hum 14 East 33rd St. New York. NY 10016 (212) 481-1586;6340044.918551846407354;-3295760.444859224837273
